path	class	reason
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/05_CI_STATUS.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/06_REGISTRY_INTEGRITY.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/07_AUTOHEAL_STATUS.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/08_GATES_RECHECK.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/09_PIPELINE_STABILITY.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/10_RESIDUAL_RISKS.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/11_ROLLBACK.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/12_FINAL_DECISION.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/ROLLBACK.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/VERDICT.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/autoheal_0077_check.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/autoheal_recurrence.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/ci_unified_libasound_check.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/ci_workflow_summary.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/gh_run_list_20.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/gh_runs_for_head.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/gh_workflow_list.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/git_branch_show_current.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/git_log_20_oneline.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/git_rev_parse_MAIN.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/git_rev_parse_origin_MAIN.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/git_rev_parse_short.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/git_status.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/git_status_sb.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/metric_ci_completed_nonsuccess.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/metric_ci_completed_success.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/metric_ci_not_completed.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/verify_instructions.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/raw/verify_registry.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/00_EXEC_SUMMARY.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/01_BOOTSTRAP.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/02_BASELINE_ACTIVE.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/03_SCOPE_FREEZE.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/04_COMMANDS_USED.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/05_BRANCH_AND_PR_STATUS.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/06_CI_FAILURE_TRUTH.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/07_CI_CAUSAL_DIAGNOSIS.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/08_DIFF_FILES.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/09_LOCAL_RECHECKS.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/10_REMOTE_RERUN_STATUS.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/11_GATES_RECHECK.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/12_RISKS_RESIDUAL.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/13_ROLLBACK.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/14_FINAL_RECLASSIFICATION.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_active_branch.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_bootstrap_gh_exit_codes.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_branch_create.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_branch_push.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_detect_recurrence_after_ci_fix_2_exit.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_detect_recurrence_after_ci_fix_3_exit.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_detect_recurrence_after_ci_fix_4_exit.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_detect_recurrence_after_ci_fix_5_exit.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_gh_auth_status.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_gh_pr_status.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_gh_repo_view.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_gh_run_list_20.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_gh_run_list_30.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_gh_run_list_branch.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_gh_run_list_branch_after_push.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_gh_run_list_branch_final.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_git_branch.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_git_head_short.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_git_log20.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_git_status.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_local_repro_exit_codes.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_pr_checks_174.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_pr_checks_174_final.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_pr_checks_174_final_exit.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_pr_create.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_pr_phase_exit_codes.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_pr_view_174.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_pr_view_174_final.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_pr_view_by_head.err	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_pr_view_by_head.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_rust_docker_dispatch.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_rust_docker_dispatch_2.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_rust_docker_dispatch_2_exit.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_rust_docker_dispatch_2_runs.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_rust_docker_dispatch_3.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_rust_docker_dispatch_3_exit.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/PR_CI_UNBLOCK_2026-03-06_1847_5a48aa005/raw_rust_docker_dispatch_3_runs.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
