path	size_bytes	classification	role	reason	authority_source	safe_action	role_reason	top_pack_dir
proof_packs/AUTHORIZED_TRIGGER_ACTIVATION_2026-03-07_0838_757ae4d4c/raw/trigger_signal_capture.txt	369	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/AUTHORIZED_TRIGGER_ACTIVATION_2026-03-07_0838_757ae4d4c/
proof_packs/AUTHORIZED_TRIGGER_ACTIVATION_2026-03-07_0838_757ae4d4c/raw/trigger_signal_origin_current_idle_signals.txt	232	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/AUTHORIZED_TRIGGER_ACTIVATION_2026-03-07_0838_757ae4d4c/
proof_packs/AUTHORIZED_TRIGGER_ACTIVATION_2026-03-07_0838_757ae4d4c/raw/wake_path_mapping_reference.md	1561	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/AUTHORIZED_TRIGGER_ACTIVATION_2026-03-07_0838_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/00_EXEC_SUMMARY.md	597	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/01_BOOTSTRAP.md	655	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/02_BASELINE_REFERENCE.md	576	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/03_WORKSPACE_MONITOR.md	519	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/04_CI_MONITOR.md	461	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/05_ENTRY_SIGNAL_MONITOR.md	448	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/06_DRIFT_CHECK.md	396	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/07_MONITOR_DECISION.md	608	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/ROLLBACK.md	193	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/VERDICT.md	101	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/baseline_reference.txt	69	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/canon_DECLARATION.md	537	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/canon_VERDICT.md	158	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/ci_monitor_metrics.txt	74	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/ci_monitor_runs.json	5440	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/drift_check_metrics.txt	67	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/entry_gate_VERDICT.md	203	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/entry_signal_monitor.txt	230	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/git_branch_show_current.txt	5	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/git_log_10_oneline.txt	714	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/git_rev_parse_short.txt	10	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/git_status_short.txt	714	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/monitor_decision_eval.txt	133	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/raw/workspace_monitor_metrics.txt	106	LOCAL_ONLY_HISTORICAL	TEMPORARY_RAW_LOG_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	contains /raw/ execution evidence	proof_packs/BASELINE_MONITOR_MODE_2026-03-07_1300_757ae4d4c/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/00_EXEC_SUMMARY.md	767	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/01_BOOTSTRAP.md	736	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/02_SCOPE_FREEZE.md	569	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/03_BOUNDARY_SOURCE_LOAD.md	1107	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/04_DIRTY_PATH_BUCKET_MAP.md	877	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/05_STAGE_DRY_RUN_PROOF.md	589	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/06_STAGING_EXECUTION.md	742	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/07_COMMIT_EXECUTION.md	737	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/08_READINESS_RECALC.md	1010	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/09_PUSH_READINESS.md	578	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/10_COUNTER_AUDIT.md	849	LOCAL_ONLY_HISTORICAL	HISTORICAL_PROOFPACK_PATH	pack directory is indexed as historical/local-only governed residue	registry/proofpack-index.jsonl existing governance entry	KEEP_LOCAL_AS_GOVERNED	default proof-pack path	proof_packs/COMMIT_BOUNDARY_2026-03-07_1602_0af062e88/
